"currency","mean_model","p","q","dist","aic","bic","lbz","lbz2c","lbz2a","persistence"
"SDR","ARMA(0,1)",1,4,"sstd",1.79209054770431,1.81992367164665,0.882786255318871,0.000241095604800456,5.40380179573363e-05,0.962426721715129
"SDR","ARMA(0,1)",2,4,"norm",1.83066096059645,1.85571077214455,0.830015049831221,0.0582019865028629,0.0226733460854407,0.956151745990979
"SDR","ARMA(0,1)",2,4,"std",1.79439803352348,1.82223115746581,0.893043746119643,0.000305243282070489,6.95901590709314e-05,0.959977692773841
"SDR","ARMA(0,1)",2,4,"sstd",1.79308310140709,1.82369953774366,0.882787196338017,0.000241083769747186,5.40351759830138e-05,0.962427832110556
"SDR","ARMA(0,1)",3,4,"norm",1.83104148840681,1.85887461234915,0.870573262765493,0.0798816169768349,0.0327244328397768,0.944826059101412
"SDR","ARMA(0,1)",3,4,"std",1.79539059091235,1.82600702724892,0.8930397761783,0.000305345994577433,6.96152837641462e-05,0.959976081804968
"SDR","ARMA(0,1)",3,4,"sstd",1.79407565817511,1.82747540690592,0.882784091205409,0.000241247816719081,5.40745698641709e-05,0.962421431696095
"SDR","ARMA(0,1)",4,4,"norm",1.8308642573449,1.86148069368147,0.918852809238384,0.150828674481384,0.0693234315278116,0.924328926641438
"SDR","ARMA(0,1)",4,4,"std",1.79638314399744,1.82978289272824,0.89304370066668,0.000305253186229204,6.95925817161269e-05,0.959977551577164
"SDR","ARMA(0,1)",4,4,"sstd",1.79506821263772,1.83125127376275,0.882788542641629,0.000241237859011423,5.40721785828868e-05,0.962424489137799
